korean,english
"옆 방에 아이들이 있었는데, 너무 시끄러워서 밤에 잠을 잘 못 잤어요.      ",There were children next door that were too loud so I couldn't sleep at night.
어디서 운전면허증을 취득했습니까?,Where did you get your driver's license?
기계를 깨끗이 유지하는 것은 중요해요.,It is important to keep the machine clean.
그리고 지금 락커 이벤트를 하고 있어서 개인 락커도 제공해 드려요. ,"And we're also doing a locker event, so you'll get a private locker, too."
적색 경보는 화재가 났다는 뜻이에요.,A red alert can be the sign of a fire.
"야, 그거 좋은데! 같이 하자.","Hey, that's great. Let's go play together."
그에게 주말에 만나는 거 얘기했어.,I told him about meeting on the weekend.
산 중간부터는 케이블카를 타고 올라가셔야 합니다.,You have to take the cable car starting from the middle of the mountain. 
그를 설득하는 강한 인내심이 필요해요.,You must have strong perseverance that could persuade him.
개인적으로 매우 무모한 결정이라는 생각이 드는데.,"Personally, I think it's a very reckless decision."
일정이 더 연기 될 수도 있어요.,The schedule could be delayed again.
여호와 나의 대적이 어찌 그리 많은지요?,"My Lord, why do I draw a lot of enemies?"
차라리 주구장창 번트만 대라고 하는 게 나을지도.,Maybe it's better to tell them bunt base only.
"제가 예전에 작성했던 출장경비신청서를 보내드릴 테니 참고하셔서 작성하시고, 그래도 모르는 게 있으면 저한테 물어보세요.","I'll send you the application form for the travel expenses which I have written previously, so please refer to that and feel free to ask me if you have questions."
그렇군요. 청진을 한번 해 볼까요? 여기 앉아서 숨을 크게 들이마셨다가 내쉬는 걸 반복 해 주세요.,I see. Should I listen with a stethoscope? Sit here and take a deep breath in and out repeatedly.
현재는 개인적으로 일러스트 작업을 하고 있어.,Recently I'm working on an illustration project privately.
최고급 원료를 사용해서 만들었기 때문에 원가가 높습니다.,"We only used the best materials, so the unit cost is a bit high."
어제 알려주셨는데 수학 교과서 50쪽까지가 시험 범위입니다.,"The teacher told us yesterday, you need to study up to page 50 of the math textbook."
호텔로 가는 버스에 탑승하고 싶습니다. 어디에서 타면 될까요?,I'd like to take the bus to my hotel. Where can I catch it?
유리소재에서 프라스틱소재로 교체할수 있나요?,Could you change the material from glass to plastic?
내일은 저녁에 동생과 스시를 먹기로 했어.,I am going to eat Sushi with my brother at night.
그건 이제 원상복구 됐는데 괜히 왜? 귀찮구먼.,"It's been restored back to normal, so why? That's annoying."
안녕 세라. 우리 다음 주에 만나기로 한 거 말이야. 약속 시간을 조금 바꿀 수 있을까?,"Hi Sarah, regarding next week's plan, can we change the schedule?"
당신의 아이와 즐거운 식사 시간 만드세요.,Have a great meal time with your kids.
나는 지금 집 앞마당에 쌓인 눈을 치우고 있어요.,I clear away now snow piled up in front of house.
그럼 힘들겠지만 40kg 오늘 같이 도전해보자.,Then let's make it a challenge and go for 40kg together today.
너처럼 귀여운 애는 본적이 없어.,I haven't seen a cute kid like you.
이 자동판매기로 표를 사주시겠습니까?,Could you buy a ticket for me at this vending machine?
오늘 푹 주무시고 내일 오전에 뵙는 거로 해요.,Get enough sleep today and see you tomorrow morning.
그 선배는 지금 또 어디서 술 마시고 있을 거다. 그룹 과제 할 때 피해야 할 대상 1순위잖아.,Maybe he's drinking somewhere right now. He's the number 1 person to avoid when forming a group project team.
지난번에 보내드린 견적서를 확인하셨나요?,Did you check the quotation which I have sent you previously?
내가 돌아 오기로 결정된 것도 아니었는데.,It was not decided that I would be back.
"피로도 풀어주고, 기관지 계통에 효과가 좋지요.",It relaxes you and is good for your bronchial tubes.
어떠한 행동이나 말도 하지 않았어.,No action or words were taken or spoken.
코펜하겐 공항으로 나올 수 있습니까?,Can you come to Copenhagen airport?
그래서 이틀동안 우리는 많은 대화를 해야해.,So we need to talk a lot during those two days.
"다섯번째, 급식실 청결을 유지해야해요.","Fifth, the cafeteria should be maintained clean."
난 귀사의 제품을 선택하였어요.,I chose the product of your company.
일본에서 크리스마스는 너무 상업적이에요.,Christmas is so commercialized in Japan.
난 항상 다짐만 하고 실천하지 못해요.,I always make a resolution but fail to accomplish it.
나오는 게이트가 달라지는 경우도 종종 있거든요.,The exit gates change from time to time.
당신이 친구한테 사랑한다고 했어요.,You said that you loved your friend.
다시 상품을 노출시키려면 어떻게 해야되는지요?,What should I do to expose products again?
그렇지만 오는 길에 사원 비슷한 건물이 나온 적이 없는데.,But I never saw a building similar to a temple on the way.
그는 풍자로 가득찬 연설을 했어요.,He gave a speech full of sarcasm.
일상적인 대화를 하면서 고쳐 줬으면 좋겠어요.,Please fix it through having regular conversations.
그렇다면 버스는 #용산#에 한 번에 가는 버스가 있나요?,Then is there a bus that goes to #Yongsan# directly?
"어머, 내가 복숭아 좋아하는 거 어떻게 알았니?",Oh my! How do you know that I like peaches?
친구 남자 친구와 언제 결혼 할 겁니까?,When will you get marriage with friend's boyfriend?
어떤 기념품들을 살 수 있나요? 혹시 유명한 간식거리도 있나요?,What kinds of souvenirs can I get there? Does it also have some popular snacks?
병원 밥이 입맛에 맞지 않는가요?,Do the hospital meals not suit your taste?
한국을 알림으로써 친근한 이미지 제공해요.,"By promoting Korea, we give friendly images."
꾸준히 노력해라 그러면 꿈을 이룰 수 있을 것이에요.,Try harder and consistently then your dream will come true.
어디서 머물죠? 숙소는 예약하고 왔나요? 혹시 예약증이 있으면 보여주세요.,"Where will you stay? Have you reserved a place to stay? If you have a proof of reservation, show me."
이쪽은 이번에 새로 저희 팀에 합류한 폴입니다.,"This is Paul, who joined our team this time."
너무 먹고 바로 왔나? 하지만 나중에는 시간이 없어. ,Did I come too soon right after eating? But I don't have time later.
얼마남지 않은 마감시간이 다가오자 불안함을 느낀저는 예민해져있었어요.,I got sensitive out of fear for the deadline was near.
그리고 예전에 담배를 피우다가 끊었어요.,And I used to smoke but I quit it already.
"고객님, 불편하셨겠어요. 혹시 분실물 센터에 전화해 보셨나요?",That must have been trouble. Have you tried calling the lost and found?
퓨리토가 어떻게 만들어졌느지 궁금하지 않으셨나요?,Don't you wanted to know how purito is made?
가능한 한 짐을 가볍게 싸고 싶어요.,I want to make my luggage as light as possible.
당신이 말한 단어를 잘 모르겠어요.,I don't know many of the words you said.
버스나 지하철은 싸지만 시간이 좀 더 걸리고요.,"It would be cheaper but longer, if you take a bus or subway."
죄송하지만 제가 곧 출장을 떠납니다.,I'm sorry but I'm going on a business trip soon.
운전은 제가 하죠. 우리 둘 다 차가 고장 나 있으니.,I'll drive as both our cars have broken down.
당신 집에 초대해줘서 감사해요.,Thank you for inviting me to your home.
그녀의 우아하고 아름다운 모습은 길이 기억될 것이에요.,Her elegance and beauty will be remembered for a long time.
당신이 제 이름을 불러줘서 너무 좋아요.,I am so happy that you called my name.
모든 박물관의 휴관일과 동일하게 매주 월요일은 휴관이예요.,"Like all museums' closed days, every Monday is a closed day."
애플리케이션을 과도하게 설치하면 느릴 수 있습니다.,It can become slow if you install too many applications.
간단한 인터뷰만 거치면 바로 사원이 될 수 있지.,You can be our employee if you just pass a simple interview.
교수님이 주시는 점수대로 수용하겠어요.,I will accept whatever score you give to me.
짧은 치마를 입은 여자의 말은 믿지 마세요.,Don't trust the girl who is wearing a short skirt.
담당 교수님의 추천서가 꼭 필요해요.,You have to have a recommendation letter from the professor.
택시를타고 파통비치까지가는데 요금이 얼마인가요?,How much does it cost to get to Patong beach?
감사합니다. 제가 냉장고 자석을 모으고 있거든요.,Thank you. I collect refrigerator magnets.
두 번째로 출혈이 발생시 붕대로 지혈할 수 있어.,"If secondary bleeding occur, it can be stopped with bandages."
그럼 할 수 없죠. 아버님께 생신 축하한다고 전해 주세요.,In that case. Please send my wishes to your father for his birthday.
